[INFO] [2025-05-02 22:30:38] Starting comprehensive security and cleanup process
[ERROR] [2025-05-02 22:30:38] Critical error during security optimization: parsing "\\[" - Unterminated [] set.
[INFO] [2025-05-02 22:30:38] Security log saved to C:\xampp\htdocs\apsdreamhome\security_cleanup_log.txt
[INFO] [2025-05-02 22:30:38] Backup of modified files stored in C:\xampp\htdocs\apsdreamhome\backup_security_cleanup_20250502_223038
[INFO] [2025-05-02 22:31:04] Starting comprehensive security and cleanup process
[INFO] [2025-05-02 22:31:04] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\bootstrap-datetimepicker.min.js
[INFO] [2025-05-02 22:31:04] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\bootstrap.min.js
[INFO] [2025-05-02 22:31:04] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\jquery-3.2.1.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\jquery-ui.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\jquery.maskedinput.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\moment.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\popper.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\js\select2.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\datatables\buttons.flash.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\datatables\buttons.html5.min.js
[INFO] [2025-05-02 22:31:05] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\datatables\dataTables.buttons.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\datatables\dataTables.responsive.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\datatables\jquery.dataTables.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\light-gallery\js\lightgallery-all.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\morris\morris.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\assets\plugins\raphael\raphael.min.js
[INFO] [2025-05-02 22:31:06] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\includes\admin_header.php
[INFO] [2025-05-02 22:31:07] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\aboutadd.php
[INFO] [2025-05-02 22:31:07] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\aboutedit.php
[INFO] [2025-05-02 22:31:08] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\addimage.php
[INFO] [2025-05-02 22:31:08] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\add_employee.php
[INFO] [2025-05-02 22:31:09] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\admin_login_handler.php
[INFO] [2025-05-02 22:31:10] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\ai-assistant.php
[INFO] [2025-05-02 22:31:10] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\ai-autoreply.php
[INFO] [2025-05-02 22:31:10] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\ai_admin_insights.php
[INFO] [2025-05-02 22:31:10] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\ai_chatbot.php
[INFO] [2025-05-02 22:31:11] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\ai_feedback_analytics.php
[INFO] [2025-05-02 22:31:12] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\api_analytics_dashboard.php
[INFO] [2025-05-02 22:31:12] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\api_integrations.php
[INFO] [2025-05-02 22:31:13] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\api_keys.php
[INFO] [2025-05-02 22:31:14] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\auto-backup.php
[INFO] [2025-05-02 22:31:14] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\auto_backup_cron.php
[INFO] [2025-05-02 22:31:14] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\auto_response.php
[INFO] [2025-05-02 22:31:17] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\developer_portal.php
[INFO] [2025-05-02 22:31:19] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\feedbackedit.php
[INFO] [2025-05-02 22:31:20] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\form.php
[INFO] [2025-05-02 22:31:20] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\gallaryedit.php
[INFO] [2025-05-02 22:31:22] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\log_analytics.php
[INFO] [2025-05-02 22:31:22] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\log_viewer.php
[INFO] [2025-05-02 22:31:24] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\payments_gateway.php
[INFO] [2025-05-02 22:31:26] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\sms_notifications.php
[INFO] [2025-05-02 22:31:28] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\update_site.php
[INFO] [2025-05-02 22:31:29] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\voice_assistant.php
[INFO] [2025-05-02 22:31:29] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\admin\whatsapp_automation.php
[INFO] [2025-05-02 22:31:30] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\api\v1\properties\search.php
[INFO] [2025-05-02 22:31:30] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\app\config\gemini_config.php
[INFO] [2025-05-02 22:31:31] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\app\services\GeminiService.php
[INFO] [2025-05-02 22:31:31] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\bootstrap-datetimepicker.js
[INFO] [2025-05-02 22:31:31] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\chart.min.js
[INFO] [2025-05-02 22:31:31] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\ChatAI.js
[INFO] [2025-05-02 22:31:31] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\greensock.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.cookie.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.countdown.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.min.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.slider.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\jquery.validate.min.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\layerslider.kreaturamedia.jquery.js
[INFO] [2025-05-02 22:31:32] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\layerslider.transitions.js
[INFO] [2025-05-02 22:31:33] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\moment.js
[INFO] [2025-05-02 22:31:33] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\owl.carousel.min.js
[INFO] [2025-05-02 22:31:33] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\js\tmpl.js
[INFO] [2025-05-02 22:31:33] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\chartjs\Chart.bundle.min.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\countdown\jquery.countdown.min.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\countdown\moment-timezone-with-data.min.js
[INFO] [2025-05-02 22:31:34] Remediated security vulnerabilities in: C:\xampp\htdocs\apsdreamhome\assets\vendor\countdown\moment-timezone.min.js
